M;0024;012;01;1433;1.66;0.00;2.03;0.00;0.81;0.00;30.00;30.00;27.80;20.77;-9999.00;90.19;1399;;;;;;34.20;35.30;23.00;24.19;0.00;11.00;10.00;0.00;29.61;-1000.00;-52.000;-56.973;31;3533.95;75.20;5
M;0024;013;01;1434;2.07;0.00;2.52;0.00;-1.17;0.00;30.00;30.00;27.80;20.77;-9999.00;90.20;1399;;;;;;34.20;35.30;23.06;24.19;0.00;11.00;10.00;0.00;29.61;-1000.00;-65.007;-56.973;31;3511.80;75.15;5
M;0024;014;01;1435;1.86;0.00;2.27;0.00;1.07;0.00;30.00;30.00;27.80;20.77;-9999.00;90.18;1399;;;;;;34.20;35.30;23.06;24.19;0.00;11.50;10.00;0.00;29.61;-1000.00;-77.997;-56.933;31;3486.22;75.17;5
M;0024;015;01;1436;2.03;0.00;2.47;0.00;-0.10;0.00;30.00;30.00;27.80;20.77;-9999.00;90.21;1399;;;;;;34.20;35.30;23.09;24.19;0.00;11.00;10.00;0.00;29.61;-1000.00;-90.995;-56.933;31;3509.43;75.19;5
M;0024;016;01;1438;2.35;0.00;2.87;0.00;-0.86;0.00;30.00;30.00;27.80;20.77;-9999.00;90.22;1399;;;;;;34.20;35.30;23.09;24.19;0.00;11.00;10.00;0.00;29.61;-1000.00;-104.009;-56.965;31;3487.08;75.16;5
P;0024;;;1438;;;;;;;30.00;30.00;27.80;20.77;-9999.00;90.22;1399;;;;;;34.20;35.30;23.09;24.19;0.00;11.00;10.00;0.00;29.61;-1000.00;-104.009;-56.965;31;;;;1.957;0.813;0.801;0.829;0.812
P;0025;;;1447;;;;;;;30.00;30.00;27.80;20.76;-9999.00;90.34;1399;;;;;;34.10;35.20;23.09;24.19;0.00;11.50;10.00;0.00;29.62;-1000.00;-125.993;-69.454;31;;;;1.957;0.813;0.802;0.828;0.812
P;0025;;;1447;;;;;;;30.00;30.00;27.80;20.76;-9999.00;90.34;1399;;;;;;34.10;35.20;23.09;24.19;0.00;11.50;10.00;0.00;29.62;-1000.00;-125.993;-69.454;0;;;;1.957;0.813;0.802;0.829;0.813
R;0025;;01;1478;103.56;0.00;;;;;30.00;30.00;27.70;20.77;-9999.00;90.40;1400;3474.02;;;;;34.10;35.30;23.09;24.19;0.00;10.50;10.50;0.00;29.62;-1000.00;-125.993;-69.446;30;3474.02;75.17;5
M;0025;001;01;1479;1.86;0.00;2.27;0.00;-0.07;0.00;30.00;30.00;27.70;20.77;-9999.00;90.39;1400;;;;;;34.10;35.30;23.16;24.19;0.00;10.50;10.00;0.00;29.62;-1000.00;-104.033;-69.940;31;3456.11;75.24;5
M;0025;002;01;1480;1.85;0.00;2.25;0.00;-0.45;0.00;30.00;30.00;27.70;20.77;-9999.00;90.38;1400;;;;;;34.00;35.30;23.09;24.19;0.00;10.50;10.00;0.00;29.62;-1000.00;-91.019;-69.956;31;3496.56;75.16;5
M;0025;003;01;1482;2.25;0.00;2.74;0.00;-1.30;0.00;30.00;30.00;27.70;20.77;-9999.00;90.38;1399;;;;;;34.00;35.30;23.09;24.19;0.00;10.50;10.00;0.00;29.62;-1000.00;-78.013;-69.956;31;3514.71;75.19;5
M;0025;004;01;1483;2.58;0.00;3.14;0.00;-1.56;0.00;30.00;30.00;27.80;20.77;-9999.00;90.38;1400;;;;;;34.00;35.30;23.09;24.19;0.00;10.50;10.50;0.00;29.62;-1000.00;-65.031;-69.940;31;3510.47;75.21;5
M;0025;005;01;1484;2.40;0.00;2.93;0.00;-1.04;0.00;30.00;30.00;27.70;20.77;-9999.00;90.38;1400;;;;;;34.00;35.30;23.06;24.19;0.00;10.50;10.00;0.00;29.62;-1000.00;-52.016;-69.948;31;3543.61;75.17;5
M;0025;006;01;1485;2.20;0.00;2.68;0.00;-0.56;0.00;30.00;30.00;27.70;20.77;-9999.00;90.38;1400;;;;;;34.00;35.20;23.06;24.19;0.00;10.50;10.00;0.00;29.62;-1000.00;-39.026;-69.940;31;3522.33;75.17;5
M;0025;007;01;1486;2.32;0.00;2.83;0.00;-1.56;0.00;30.00;30.00;27.70;20.77;-9999.00;90.38;1399;;;;;;34.00;35.30;23.09;24.19;0.00;10.50;10.00;0.00;29.63;-1000.00;-26.028;-69.940;31;3456.63;75.19;5
M;0025;008;01;1488;1.63;0.00;1.99;0.00;0.28;0.00;30.00;30.00;27.70;20.77;-9999.00;90.40;1399;;;;;;34.00;35.30;23.09;24.19;0.00;11.00;10.00;0.00;29.62;-1000.00;-13.030;-69.956;31;3428.21;75.17;5
M;0025;009;01;1489;1.77;0.00;2.16;0.00;-1.28;0.00;30.00;30.00;27.70;20.77;-9999.00;90.39;1400;;;;;;34.00;35.30;23.09;24.19;0.00;11.00;10.00;0.00;29.63;-1000.00;-13.030;-56.965;31;3429.68;75.19;5
M;0025;010;01;1490;1.97;0.00;2.40;0.00;-1.86;0.00;30.00;30.00;27.70;20.77;-9999.00;90.39;1400;;;;;;34.00;35.30;23.09;24.19;0.00;10.50;10.00;0.00;29.62;-1000.00;-26.004;-56.973;31;3418.93;75.14;5
M;0025;011;01;1492;1.85;0.00;2.25;0.00;-0.53;0.00;30.00;30.00;27.70;20.77;-9999.00;90.38;1398;;;;;;34.00;35.30;23.09;24.19;0.00;10.50;10.00;0.00;29.62;-1000.00;-39.002;-56.941;31;3442.71;75.20;5
M;0025;012;01;1493;1.71;0.00;2.08;0.00;-2.23;0.00;30.00;30.00;27.70;20.77;-9999.00;90.38;1398;;;;;;34.00;35.30;23.09;24.19;0.00;10.50;10.00;0.00;29.62;-1000.00;-52.000;-56.941;31;3452.38;75.17;5
M;0025;013;01;1494;1.90;0.00;2.31;0.00;-0.58;0.00;30.00;30.00;27.70;20.77;-9999.00;90.40;1398;;;;;;34.00;35.30;23.06;24.19;0.00;10.50;10.00;0.00;29.62;-1000.00;-65.007;-56.965;31;3425.99;75.17;5
M;0025;014;01;1495;1.74;0.00;2.12;0.00;-1.51;0.00;30.00;30.00;27.70;20.77;-9999.00;90.39;1400;;;;;;34.00;35.30;23.06;24.19;0.00;10.50;10.00;0.00;29.63;-1000.00;-77.997;-56.957;31;3471.70;75.22;5
M;0025;015;01;1497;2.14;0.00;2.62;0.00;0.71;0.00;30.00;30.00;27.70;20.77;-9999.00;90.38;1400;;;;;;34.00;35.30;23.03;24.19;0.00;10.50;10.00;0.00;29.62;-1000.00;-90.995;-56.933;31;3466.25;75.19;5
M;0025;016;01;1498;1.93;0.00;2.36;0.00;0.56;0.00;30.00;30.00;27.70;20.77;-9999.00;90.38;1400;;;;;;34.00;35.30;23.03;24.19;0.00;10.00;10.00;0.00;29.62;-1000.00;-104.009;-56.957;31;3472.37;75.17;5
P;0025;;;1498;;;;;;;30.00;30.00;27.70;20.77;-9999.00;90.38;1400;;;;;;34.00;35.30;23.03;24.19;0.00;10.00;10.00;0.00;29.62;-1000.00;-104.009;-56.957;31;;;;1.956;0.813;0.802;0.828;0.812
P;0026;;;1507;;;;;;;30.00;30.00;27.80;20.77;-9999.00;90.42;1399;;;;;;34.00;35.30;23.03;24.19;0.00;10.00;9.50;0.00;29.63;-1000.00;-125.993;-69.446;31;;;;1.957;0.813;0.801;0.828;0.812
P;0026;;;1507;;;;;;;30.00;30.00;27.80;20.77;-9999.00;90.42;1399;;;;;;34.00;35.30;23.03;24.19;0.00;10.00;9.50;0.00;29.63;-1000.00;-125.993;-69.446;0;;;;1.957;0.813;0.801;0.828;0.812
R;0026;;01;1537;103.41;0.00;;;;;30.00;30.00;27.70;20.76;-9999.00;90.56;1400;3378.15;;;;;33.90;35.30;23.03;24.19;0.00;10.00;9.50;0.00;29.64;-1000.00;-125.993;-69.462;30;3378.15;75.24;5
M;0026;001;01;1539;2.15;0.00;2.62;0.00;-1.48;0.00;30.00;30.00;27.70;20.76;-9999.00;90.54;1400;;;;;;33.90;35.30;23.03;24.19;0.00;10.00;9.50;0.00;29.64;-1000.00;-104.033;-69.948;31;3399.97;75.20;5
M;0026;002;01;1540;1.78;0.00;2.18;0.00;-0.77;0.00;30.00;30.00;27.70;20.76;-9999.00;90.55;1400;;;;;;33.90;35.30;23.03;24.19;0.00;10.50;9.50;0.00;29.63;-1000.00;-91.019;-69.948;31;3373.31;75.20;5
M;0026;003;01;1541;2.66;0.00;3.24;0.00;-0.52;0.00;30.00;30.00;27.70;20.76;-9999.00;90.56;1399;;;;;;33.90;35.30;23.03;24.19;0.00;10.50;9.50;0.00;29.64;-1000.00;-78.021;-69.940;31;3377.72;75.16;5
M;0026;004;01;1543;2.60;0.00;3.17;0.00;-0.67;0.00;30.00;30.00;27.70;20.77;-9999.00;90.57;1399;;;;;;33.90;35.30;23.06;24.19;0.00;10.50;9.50;0.00;29.64;-1000.00;-65.031;-69.948;31;3339.35;75.17;5
M;0026;005;01;1544;2.25;0.00;2.75;0.00;-0.89;0.00;30.00;30.00;27.70;20.77;-9999.00;90.57;1399;;;;;;33.90;35.30;23.03;24.19;0.00;10.50;9.50;0.00;29.64;-1000.00;-52.024;-69.948;31;3374.34;75.19;5
M;0026;006;01;1545;1.93;0.00;2.36;0.00;1.59;0.00;30.00;30.00;27.70;20.77;-9999.00;90.57;1400;;;;;;33.90;35.30;23.03;24.19;0.00;10.50;9.50;0.00;29.63;-1000.00;-39.026;-69.948;31;3414.62;75.18;5
M;0026;007;01;1546;2.37;0.00;2.89;0.00;-0.43;0.00;30.00;30.00;27.70;20.77;-9999.00;90.54;1400;;;;;;33.90;35.30;23.09;24.19;0.00;10.50;9.50;0.00;29.64;-1000.00;-26.028;-69.956;31;3347.92;75.19;5
M;0026;008;01;1548;1.72;0.00;2.10;0.00;-0.98;0.00;30.00;30.00;27.70;20.77;-9999.00;90.58;1400;;;;;;33.90;35.30;23.09;24.19;0.00;10.50;9.50;0.00;29.64;-1000.00;-13.030;-69.948;31;3292.86;75.18;5
M;0026;009;01;1549;1.87;0.00;2.29;0.00;-0.28;0.00;29.90;30.00;27.70;20.77;-9999.00;90.58;1399;;;;;;33.90;35.30;23.09;24.19;0.00;10.50;9.50;0.00;29.63;-1000.00;-13.030;-56.933;31;3390.35;75.18;5
M;0026;010;01;1550;1.95;0.00;2.38;0.00;-0.29;0.00;29.90;30.00;27.70;20.77;-9999.00;90.58;1399;;;;;;33.90;35.30;23.06;24.19;0.00;10.50;9.50;0.00;29.64;-1000.00;-26.004;-56.941;31;3352.16;75.19;5
M;0026;011;01;1551;1.88;0.00;2.30;0.00;-0.75;0.00;30.00;30.00;27.70;20.77;-9999.00;90.58;1400;;;;;;33.90;35.30;23.06;24.19;0.00;11.00;9.50;0.00;29.64;-1000.00;-39.002;-56.965;31;3311.62;75.18;5
M;0026;012;01;1553;1.84;0.00;2.25;0.00;1.40;0.00;30.00;30.00;27.70;20.77;-9999.00;90.58;1400;;;;;;33.90;35.30;23.09;24.19;0.00;11.00;9.50;0.00;29.64;-1000.00;-52.000;-56.949;31;3299.94;75.21;5
M;0026;013;01;1554;1.85;0.00;2.26;0.00;0.08;0.00;30.00;30.00;27.70;20.77;-9999.00;90.58;1399;;;;;;33.90;35.30;23.06;24.19;0.00;10.50;9.50;0.00;29.63;-1000.00;-65.007;-56.941;31;3305.96;75.20;5
M;0026;014;01;1555;1.79;0.00;2.18;0.00;-0.15;0.00;30.00;30.00;27.70;20.77;-9999.00;90.58;1400;;;;;;33.90;35.30;23.06;24.19;0.00;10.50;9.50;0.00;29.64;-1000.00;-77.997;-56.973;31;3296.34;75.18;5
M;0026;015;01;1556;2.00;0.00;2.44;0.00;-2.16;0.00;30.00;30.00;27.70;20.77;-9999.00;90.58;1400;;;;;;33.90;35.30;23.12;24.19;0.00;10.50;9.50;0.00;29.64;-1000.00;-90.995;-56.941;31;3333.38;75.18;5
M;0026;016;01;1558;1.86;0.00;2.27;0.00;-0.92;0.00;30.00;30.00;27.70;20.77;-9999.00;90.58;1399;;;;;;33.90;35.30;23.12;24.19;0.00;10.50;9.50;0.00;29.64;-1000.00;-104.009;-56.933;31;3382.13;75.21;5
P;0026;;;1558;;;;;;;30.00;30.00;27.70;20.77;-9999.00;90.58;1399;;;;;;33.90;35.30;23.12;24.19;0.00;10.50;9.50;0.00;29.64;-1000.00;-104.009;-56.933;31;;;;1.957;0.813;0.802;0.828;0.812
P;0027;;;1567;;;;;;;30.00;30.00;27.70;20.77;-9999.00;90.58;1400;;;;;;33.80;35.30;23.12;24.19;0.00;11.00;9.00;0.00;29.64;-1000.00;-125.993;-69.462;31;;;;1.957;0.813;0.801;0.828;0.812
P;0027;;;1567;;;;;;;30.00;30.00;27.70;20.77;-9999.00;90.58;1400;;;;;;33.80;35.30;23.12;24.19;0.00;11.00;9.00;0.00;29.64;-1000.00;-125.993;-69.462;0;;;;1.957;0.813;0.801;0.828;0.812
R;0027;;01;1598;103.61;0.00;;;;;30.00;30.00;27.70;20.76;-9999.00;90.70;1400;3505.64;;;;;33.80;35.30;23.09;24.19;0.00;10.50;9.50;0.00;29.65;-1000.00;-125.993;-69.446;30;3505.64;75.17;5
M;0027;001;01;1599;1.95;0.00;2.38;0.00;-2.34;0.00;30.00;30.00;27.70;20.76;-9999.00;90.70;1400;;;;;;33.70;35.30;23.06;24.19;0.00;10.50;9.50;0.00;29.65;-1000.00;-104.033;-69.956;32;3528.09;75.18;5
M;0027;002;01;1600;1.98;0.00;2.41;0.00;-0.42;0.00;30.00;30.00;27.70;20.76;-9999.00;90.72;1400;;;;;;33.70;35.30;23.12;24.19;0.00;10.50;9.50;0.00;29.65;-1000.00;-91.019;-69.940;32;3519.87;75.16;5
M;0027;003;01;1602;2.47;0.00;3.01;0.00;-0.73;0.00;30.00;30.00;27.70;20.76;-9999.00;90.74;1400;;;;;;33.70;35.30;23.12;24.19;0.00;10.50;9.50;0.00;29.65;-1000.00;-78.013;-69.948;32;3514.74;75.14;5
M;0027;004;01;1603;3.16;0.00;3.85;0.00;-1.35;0.00;30.00;30.00;27.70;20.76;-9999.00;90.75;1400;;;;;;33.70;35.30;23.06;24.19;0.00;10.50;9.50;0.00;29.65;-1000.00;-65.031;-69.940;32;3510.48;75.19;5
M;0027;005;01;1604;1.98;0.00;2.42;0.00;-0.61;0.00;30.00;30.00;27.70;20.76;-9999.00;90.76;1400;;;;;;33.70;35.30;23.09;24.19;0.00;10.50;9.50;0.00;29.65;-1000.00;-52.024;-69.948;32;3496.52;75.17;5
M;0027;006;01;1605;2.01;0.00;2.44;0.00;-0.32;0.00;30.00;30.00;27.70;20.76;-9999.00;90.77;1402;;;;;;33.70;35.30;23.09;24.19;0.00;10.50;9.50;0.00;29.65;-1000.00;-39.026;-69.948;32;3485.06;75.17;5
M;0027;007;01;1607;2.28;0.00;2.78;0.00;-1.01;0.00;30.00;30.00;27.70;20.76;-9999.00;90.78;1402;;;;;;33.70;35.30;23.06;24.19;0.00;10.50;9.00;0.00;29.65;-1000.00;-26.028;-69.948;32;3454.29;75.19;5
M;0027;008;01;1608;1.64;0.00;2.00;0.00;0.75;0.00;30.00;30.00;27.70;20.76;-9999.00;90.81;1401;;;;;;33.70;35.30;23.16;24.19;0.00;10.50;9.00;0.00;29.65;-1000.00;-13.030;-69.948;32;3439.25;75.15;5
M;0027;009;01;1609;1.95;0.00;2.37;0.00;-0.56;0.00;30.00;30.00;27.70;20.76;-9999.00;90.80;1402;;;;;;33.70;35.30;23.16;24.19;0.00;10.50;9.50;0.00;29.65;-1000.00;-13.030;-56.973;32;3366.06;75.22;5
M;0027;010;01;1610;1.87;0.00;2.28;0.00;-1.15;0.00;30.00;30.00;27.70;20.76;-9999.00;90.77;1402;;;;;;33.70;35.30;23.16;24.19;0.00;10.50;9.50;0.00;29.65;-1000.00;-26.004;-56.941;32;3439.14;75.17;5
M;0027;011;01;1612;1.74;0.00;2.12;0.00;0.57;0.00;30.00;30.00;27.70;20.76;-9999.00;90.77;1401;;;;;;33.70;35.30;23.16;24.19;0.00;10.50;9.50;0.00;29.65;-1000.00;-39.002;-56.941;32;3283.84;75.21;5
M;0027;012;01;1613;1.63;0.00;1.98;0.00;-0.73;0.00;30.00;30.00;27.70;20.76;-9999.00;90.81;1399;;;;;;33.70;35.30;23.09;24.19;0.00;10.50;9.50;0.00;29.65;-1000.00;-52.000;-56.965;32;3378.55;75.22;5
M;0027;013;01;1614;1.82;0.00;2.22;0.00;-1.86;0.00;30.00;30.00;27.70;20.76;-9999.00;90.77;1399;;;;;;33.70;35.30;23.09;24.19;0.00;10.50;9.50;0.00;29.64;-1000.00;-65.007;-56.957;32;3398.01;75.21;5
M;0027;014;01;1615;1.93;0.00;2.35;0.00;-0.81;0.00;30.00;30.00;27.70;20.76;-9999.00;90.80;1400;;;;;;33.70;35.30;23.09;24.19;0.00;10.50;9.00;0.00;29.65;-1000.00;-77.997;-56.949;32;3456.97;75.23;5
M;0027;015;01;1616;2.17;0.00;2.65;0.00;-0.59;0.00;30.00;30.00;27.70;20.76;-9999.00;90.80;1400;;;;;;33.70;35.30;23.16;24.19;0.00;10.50;9.00;0.00;29.65;-1000.00;-90.995;-56.941;32;3395.87;75.19;5
M;0027;016;01;1618;1.78;0.00;2.17;0.00;-1.82;0.00;30.00;30.00;27.70;20.76;-9999.00;90.80;1399;;;;;;33.70;35.30;23.16;24.19;0.00;10.00;9.00;0.00;29.65;-1000.00;-104.009;-56.941;32;3482.86;75.21;5
P;0027;;;1618;;;;;;;30.00;30.00;27.70;20.76;-9999.00;90.80;1399;;;;;;33.70;35.30;23.16;24.19;0.00;10.00;9.00;0.00;29.65;-1000.00;-104.009;-56.941;32;;;;1.957;0.814;0.801;0.828;0.812
P;0028;;;1627;;;;;;;30.00;30.00;27.70;20.76;-9999.00;90.76;1399;;;;;;33.70;35.30;23.16;24.19;0.00;10.00;9.00;0.00;29.65;-1000.00;-125.993;-69.454;32;;;;1.956;0.812;0.800;0.828;0.811
P;0028;;;1627;;;;;;;30.00;30.00;27.70;20.76;-9999.00;90.76;1399;;;;;;33.70;35.30;23.16;24.19;0.00;10.00;9.00;0.00;29.65;-1000.00;-125.993;-69.446;0;;;;1.957;0.813;0.802;0.829;0.812
R;0028;;01;1658;103.41;0.00;;;;;29.90;30.00;27.70;20.77;-9999.00;90.76;1399;3262.35;;;;;33.60;35.30;23.09;24.19;0.00;10.50;9.50;0.00;29.66;-1000.00;-125.993;-69.454;30;3262.35;75.16;5
M;0028;001;01;1659;2.12;0.00;2.59;0.00;-0.54;0.00;29.90;30.00;27.70;20.77;-9999.00;90.82;1399;;;;;;33.60;35.30;23.16;24.19;0.00;10.50;9.50;0.00;29.66;-1000.00;-104.033;-69.940;32;3260.00;75.19;5
M;0028;002;01;1661;1.91;0.00;2.33;0.00;-0.28;0.00;30.00;30.00;27.70;20.77;-9999.00;90.80;1399;;;;;;33.60;35.30;23.16;24.19;0.00;11.00;9.50;0.00;29.66;-1000.00;-91.019;-69.940;32;3295.42;75.20;5
M;0028;003;01;1662;2.25;0.00;2.75;0.00;-1.78;0.00;30.00;30.00;27.70;20.77;-9999.00;90.83;1400;;;;;;33.60;35.30;23.12;24.19;0.00;10.50;9.50;0.00;29.66;-1000.00;-78.021;-69.940;32;3320.82;75.18;5
M;0028;004;01;1663;2.69;0.00;3.29;0.00;-1.60;0.00;30.00;30.00;27.70;20.77;-9999.00;90.81;1399;;;;;;33.60;35.30;23.12;24.19;0.00;10.50;9.50;0.00;29.66;-1000.00;-65.031;-69.948;32;3328.69;75.19;5
M;0028;005;01;1664;2.37;0.00;2.89;0.00;-2.11;0.00;30.00;30.00;27.70;20.77;-9999.00;90.79;1399;;;;;;33.60;35.30;23.09;24.19;0.00;10.50;9.00;0.00;29.66;-1000.00;-52.024;-69.948;32;3349.17;75.16;5
M;0028;006;01;1666;2.11;0.00;2.58;0.00;-0.78;0.00;30.00;30.00;27.70;20.77;-9999.00;90.79;1400;;;;;;33.60;35.30;23.09;24.19;0.00;10.50;9.00;0.00;29.66;-1000.00;-39.026;-69.940;32;3306.27;75.18;5
M;0028;007;01;1667;2.33;0.00;2.84;0.00;-1.70;0.00;29.90;30.00;27.70;20.77;-9999.00;90.78;1400;;;;;;33.50;35.30;23.12;24.19;0.00;10.50;9.00;0.00;29.66;-1000.00;-26.028;-69.948;32;3412.99;75.18;5
M;0028;008;01;1668;1.57;0.00;1.92;0.00;-0.59;0.00;30.00;30.00;27.70;20.77;-9999.00;90.78;1400;;;;;;33.50;35.30;23.09;24.19;0.00;10.50;9.00;0.00;29.66;-1000.00;-13.030;-69.948;32;3439.98;75.22;5
M;0028;009;01;1669;1.78;0.00;2.18;0.00;-0.66;0.00;30.00;30.00;27.70;20.77;-9999.00;90.84;1400;;;;;;33.50;35.30;23.09;24.19;0.00;10.50;9.00;0.00;29.66;-1000.00;-13.030;-56.965;32;3447.42;75.21;5
M;0028;010;01;1670;2.07;0.00;2.53;0.00;-0.60;0.00;30.00;30.00;27.70;20.77;-9999.00;90.83;1400;;;;;;33.60;35.30;23.09;24.19;0.00;10.50;9.00;0.00;29.66;-1000.00;-26.004;-56.965;32;3457.31;75.16;5
M;0028;011;01;1672;1.73;0.00;2.11;0.00;-0.76;0.00;30.00;30.00;27.70;20.77;-9999.00;90.79;1399;;;;;;33.60;35.30;23.09;24.19;0.00;10.50;9.00;0.00;29.66;-1000.00;-39.002;-56.949;32;3447.11;75.21;5
M;0028;012;01;1673;1.91;0.00;2.33;0.00;-0.07;0.00;30.00;30.00;27.70;20.77;-9999.00;90.84;1399;;;;;;33.50;35.30;23.12;24.19;0.00;10.50;9.00;0.00;29.66;-1000.00;-52.000;-56.941;32;3294.79;75.17;5
M;0028;013;01;1674;1.95;0.00;2.38;0.00;-0.64;0.00;30.00;30.00;27.70;20.77;-9999.00;90.86;1399;;;;;;33.50;35.30;23.12;24.19;0.00;10.50;9.50;0.00;29.66;-1000.00;-65.007;-56.957;32;3424.48;75.19;5
M;0028;014;01;1675;1.67;0.00;2.04;0.00;-0.92;0.00;30.00;30.00;27.70;20.77;-9999.00;90.87;1399;;;;;;33.50;35.30;23.12;24.19;0.00;10.50;9.50;0.00;29.66;-1000.00;-77.997;-56.941;32;3441.22;75.20;5
M;0028;015;01;1677;2.29;0.00;2.80;0.00;-0.59;0.00;30.00;30.00;27.70;20.77;-9999.00;90.90;1400;;;;;;33.50;35.30;23.12;24.19;0.00;10.50;9.00;0.00;29.66;-1000.00;-90.995;-56.941;32;3460.71;75.18;5
M;0028;016;01;1678;1.92;0.00;2.35;0.00;-1.02;0.00;30.00;30.00;27.70;20.77;-9999.00;90.90;1400;;;;;;33.50;35.30;23.16;24.19;0.00;10.00;9.50;0.00;29.66;-1000.00;-104.009;-56.941;32;3484.66;75.19;5
P;0028;;;1678;;;;;;;30.00;30.00;27.70;20.77;-9999.00;90.90;1400;;;;;;33.50;35.30;23.16;24.19;0.00;10.00;9.50;0.00;29.66;-1000.00;-104.009;-56.941;32;;;;1.956;0.813;0.801;0.828;0.811
P;0029;;;1687;;;;;;;30.00;30.00;27.70;20.77;-9999.00;90.85;1399;;;;;;33.50;35.30;23.16;24.19;0.00;10.00;9.00;0.00;29.66;-1000.00;-125.993;-69.446;32;;;;1.956;0.812;0.800;0.828;0.812
P;0029;;;1687;;;;;;;30.00;30.00;27.70;20.77;-9999.00;90.85;1399;;;;;;33.50;35.30;23.16;24.19;0.00;10.00;9.00;0.00;29.66;-1000.00;-125.993;-69.446;0;;;;1.956;0.813;0.800;0.827;0.811
R;0029;;01;1718;103.44;0.00;;;;;30.00;30.00;27.70;20.77;-9999.00;90.90;1399;3267.45;;;;;33.40;35.30;23.09;24.25;0.00;10.00;9.50;0.00;29.66;-1000.00;-125.993;-69.462;30;3267.45;75.15;5
M;0029;001;01;1719;1.97;0.00;2.40;0.00;-1.17;0.00;30.00;30.00;27.70;20.77;-9999.00;90.92;1399;;;;;;33.40;35.30;23.06;24.25;0.00;10.50;9.00;0.00;29.68;-1000.00;-104.033;-69.940;31;3286.34;75.21;5
M;0029;002;01;1720;2.01;0.00;2.46;0.00;0.33;0.00;30.00;30.00;27.70;20.77;-9999.00;90.94;1399;;;;;;33.40;35.30;23.12;24.25;0.00;10.50;9.00;0.00;29.67;-1000.00;-91.019;-69.940;31;3331.02;75.13;5
M;0029;003;01;1722;2.53;0.00;3.09;0.00;-0.27;0.00;30.00;30.00;27.70;20.77;-9999.00;90.95;1399;;;;;;33.40;35.30;23.12;24.19;0.00;10.00;9.50;0.00;29.67;-1000.00;-78.021;-69.940;31;3318.64;75.19;5
M;0029;004;01;1723;2.42;0.00;2.95;0.00;-0.25;0.00;30.00;30.00;27.70;20.77;-9999.00;90.96;1399;;;;;;33.40;35.30;23.09;24.19;0.00;10.00;9.50;0.00;29.68;-1000.00;-65.031;-69.940;31;3246.90;75.17;5
M;0029;005;01;1724;2.37;0.00;2.90;0.00;-1.17;0.00;30.00;30.00;27.70;20.77;-9999.00;90.97;1399;;;;;;33.40;35.30;23.19;24.19;0.00;10.00;9.00;0.00;29.68;-1000.00;-52.024;-69.948;31;3325.36;75.20;5
M;0029;006;01;1725;1.98;0.00;2.42;0.00;-0.27;0.00;30.00;30.00;27.70;20.77;-9999.00;90.97;1400;;;;;;33.40;35.30;23.19;24.25;0.00;10.00;9.00;0.00;29.68;-1000.00;-39.026;-69.956;31;3359.83;75.18;5
M;0029;007;01;1727;2.45;0.00;2.99;0.00;0.50;0.00;30.00;30.00;27.70;20.77;-9999.00;90.97;1400;;;;;;33.40;35.30;23.19;24.25;0.00;10.00;9.00;0.00;29.68;-1000.00;-26.028;-69.940;31;3376.07;75.15;5
M;0029;008;01;1728;1.63;0.00;1.99;0.00;-1.32;0.00;29.90;30.00;27.70;20.77;-9999.00;90.97;1400;;;;;;33.40;35.30;23.16;24.25;0.00;10.50;9.00;0.00;29.68;-1000.00;-13.030;-69.948;31;3295.75;75.18;5
M;0029;009;01;1729;1.91;0.00;2.33;0.00;-0.39;0.00;29.90;30.00;27.70;20.77;-9999.00;90.97;1400;;;;;;33.40;35.30;23.16;24.19;0.00;10.50;9.00;0.00;29.68;-1000.00;-13.030;-56.957;31;3282.14;75.17;5
M;0029;010;01;1730;1.99;0.00;2.43;0.00;-0.61;0.00;30.00;30.00;27.70;20.77;-9999.00;90.97;1400;;;;;;33.40;35.30;23.16;24.19;0.00;10.50;9.50;0.00;29.68;-1000.00;-26.004;-56.965;31;3314.92;75.21;5
M;0029;011;01;1732;1.74;0.00;2.12;0.00;-0.83;0.00;30.00;30.00;27.70;20.77;-9999.00;90.97;1400;;;;;;33.40;35.30;23.16;24.19;0.00;10.00;9.00;0.00;29.68;-1000.00;-39.002;-56.949;31;3291.95;75.16;5
M;0029;012;01;1733;1.73;0.00;2.12;0.00;-1.13;0.00;30.00;30.00;27.70;20.77;-9999.00;90.97;1399;;;;;;33.40;35.30;23.12;24.19;0.00;10.00;9.00;0.00;29.68;-1000.00;-52.000;-56.949;31;3201.73;75.21;5
M;0029;013;01;1734;1.76;0.00;2.15;0.00;-0.49;0.00;30.00;30.00;27.70;20.77;-9999.00;90.97;1399;;;;;;33.40;35.30;23.12;24.19;0.00;10.00;9.00;0.00;29.68;-1000.00;-65.007;-56.973;31;3143.57;75.25;5
M;0029;014;01;1735;1.93;0.00;2.35;0.00;-0.85;0.00;30.00;30.00;27.70;20.77;-9999.00;90.97;1400;;;;;;33.40;35.30;23.12;24.25;0.00;10.50;9.00;0.00;29.68;-1000.00;-77.997;-56.957;31;3202.84;75.15;5
M;0029;015;01;1736;2.25;0.00;2.75;0.00;-2.63;0.00;30.00;30.00;27.70;20.77;-9999.00;90.97;1400;;;;;;33.40;35.30;23.19;24.25;0.00;10.50;9.00;0.00;29.68;-1000.00;-90.995;-56.949;31;3197.85;75.24;5
